BUYSUBSIDIARYPAY,NIPLEDGELOAN,DISPOSALINVREC,INVFLOWOUTOTHER,ISSUEBONDREC,OPERATEFLOWOUTBALANCE,OPERATEFLOWINOTHER,NIBUYBACKFUND,NDLOANADVANCES,GETSUBSIDIARYPAY,OPERATEFLOWBALANCE,BUYGOODSSERVICEPAY,SUBSIDIARYACCEPT,SUMOPERATEFLOWIN,EMPLOYEEPAY,INVFLOWOTHER,NETINVCASHFLOW,NIDEPOSITINCBANKFI,DISPSUBSIDIARYREC,EFFECTEXCHANGERATE,CASHEQUIENDING,FINAFLOWBALANCE,SUMINVFLOWIN,FINAFLOWOUTBALANCE,INTANDCOMMPAY,CASHEQUIENDINGBALANCE,INVINCOMEREC,REDUCEPLEDGETDEPOSIT,NIINSUREDDEPOSITINV,SALEGOODSSERVICEREC,TAXRETURNREC,SUMOPERATEFLOWOUT,OTHEROPERATEREC,NETRIREC,SUMINVFLOWOUT,NETOPERATECASHFLOW,SUBSIDIARYREDUCTCAPITAL,STARTDATE,LATESTNOTICEDATE,OPERATEFLOWINBALANCE,INTANDCOMMREC,NILOANADVANCES,NICASHEQUI,NIBORROWFROMFI,PREMIUMREC,NICASHEQUIBALANCE,SUMFINAFLOWOUT,INVPAY,CASHEQUIENDINGOTHER,ISLISTINGREPORT,REPORTDATE,GROUPID,OTHERFINAREC,FINAFLOWINBALANCE,FINAFLOWINOTHER,OPERATEFLOWOUTOTHER,NIBORROWFROMCBANK,ENDDATE,NICASHEQUIOTHER,INVFLOWOUTBALANCE,OTHERFINAPAY,ACCEPTINVREC,FIRSTNOTICEDATE,REPAYDEBTPAY,SUMFINAFLOWIN,DISPFILASSETREC,INVFLOWINBALANCE,OPERATEFLOWOTHER,NIDEPOSIT,NETFINACASHFLOW,DIVIPAY,NIBORROWFUND,OTHEROPERATEPAY,CASHEQUIBEGINNING,FINAFLOWOUTOTHER,NIDISPTRADEFASSET,INVFLOWBALANCE,BUYFILASSETPAY,LOANREC,SUBSIDIARYPAY,ADDPLEDGETDEPOSIT,FINAFLOWOTHER,INDEMNITYPAY,OTHERINVREC,TAXPAY,DIVIPROFITORINTPAY,OTHERINVPAY,INVFLOWINOTHER,CURRENCY,COMPANYCODE,COMBINETYPE,REPORTTIMETYPE,REPORTSOURCETYPE
,,4350000,,,0,,,,,0,321814670.1,1600000,1733281787,148051877.5,,-74378813.14,,,48.78,596052428.5,0,4539829.79,0,,0,165479.79,,,1676944967,,1605001899,56336820.33,,78918642.93,128279888.4,,2019-1-1,2020-4-30,0,,,390238757.8,,,0,80352366.28,960000,,1,2019-12-31,,12710000,0,,,,2019-12-31,,0,45938082.95,1600000,2020-4-30,30000000,416690000,24350,0,,,336337633.7,,,900476368.1,205813670.8,,,0,76961973.07,402380000,,,,,,234658983.3,4414283.33,996669.86,,CNY,10002671,合并,年度报告,年度报告
,,,,,0,,,,,0,176326014.8,,286541742.5,316104384.6,,272505972.9,,-60083719.24,1914.96,482673953,0,272505972.9,0,,0,,,,240203936,2599352.51,560879249.2,43738454.08,,,-274337506.7,,2019-1-1,2020-4-30,0,,,-135514639.4,,,0,143312510.1,,,1,2019-12-31,,9627489.5,0,,,,2019-12-31,,,,,2020-4-30,143312510.1,9627489.5,332589692.1,0,,,-133685020.6,,,17902529.19,618188592.5,,,0,,,,,,,,50546320.65,,,,CNY,10007140,合并,年度报告,年度报告
,,1206766007,,,0,,,,143127105.8,0,35116624485,338344628.5,41477147756,2290362943,,-1335405935,,,-24092519.65,4054064482,0,1697027842,0,,0,461055935.3,,,40649603834,645533.84,39290260354,826898388,,3032433777,2186887402,,2019-1-1,2020-5-30,0,,,779690943.8,,,0,11783094731,1289343763,,1,2019-12-31,,1052241000,0,,,,2019-12-31,,0,3208348442,338344628.5,2020-4-30,7742397070,11735396727,1717899.3,0,,,-47698003.53,,,1004218435,3274373538,,,0,1599962908,10344811099,314657285.8,,,,27488000,879054489.9,832349219.3,,,CNY,10007148,合并,年度报告,年度报告
,,18963000,,,0,,,,,0,671254160.4,,6870299253,2493775634,,-339457538.4,,,,5110491932,0,31294586.96,0,,0,11988800,,,6235680485,,5311198242,634618767.5,,370752125.4,1559101011,,2019-1-1,2020-6-13,0,,,217327627,,,0,6807527172,,,1,2019-12-31,,211335077.2,0,,,,2019-12-31,,0,1634283488,,2020-4-30,4680286246,5805211327,342786.96,0,,,-1002315845,,,1156080502,4893164305,,,0,370752125.4,5593876250,,,,,,990087945.6,492957438.1,,,CNY,10007162,合并,年度报告,年度报告
,,74479542574,,,0,,,,,0,4970935679,,56619180877,1681923377,,-6631454496,,,24080600.22,7317940980,0,75892991937,0,,0,1401270455,,,56423104096,,20154761307,196076781.1,,82524446434,36464419570,,2019-1-1,2020-4-30,0,,,1983455804,,,0,1.14997E+11,79807613735,,1,2019-12-31,,,0,,,,2019-12-31,,0,14648665136,,2020-4-30,81704081939,87122964417,12178908.7,0,,,-27873589870,,,530729174.8,5334485176,,,0,2716832699,87122964417,2592739.85,,,,,12971173076,18643807212,,,CNY,10007169,合并,年度报告,年度报告
,,140200,,400000000,0,,,,57693874.43,0,1412417963,,2559250557,348574750.4,,-466726175.1,,,,767739072.8,0,1079835556,0,,0,5486334.2,,,2436234037,,2086710737,123016520.4,,1546561731,472539819.7,,2019-1-1,2020-4-30,0,,,113310759.6,,,0,714832168.1,19055490,,1,2019-12-31,,43665000,0,,,,2019-12-31,,0,47779777.95,,2020-4-30,492445300,822329283.1,2359177.98,0,,,107497115,,,144162828.1,654428313.3,,,0,431665488.7,378664283.1,4500000,,,,1071849844,181555195.9,174607090.2,1038146878,,CNY,10007281,合并,年度报告,年度报告
,,2000000,,1303543106,0,,,,409946209.4,0,2506025900,2256299.66,8966894410,3481217543,,-1440387476,,,776325.72,4696002147,0,605441024.8,0,,0,80337815.72,,,8333679689,,7707384270,633214721.3,,2045828501,1259510140,,2019-1-1,2020-4-30,0,,,2305779493,,,0,6538871174,356201953.5,,1,2019-12-31,,40705746.02,0,,,,2019-12-31,,0,430677338.5,2007727970,2020-4-30,5495275993,9024751678,65865356.68,0,,,2485880504,,,1472653650,2390222654,,,0,429137383.4,5672774856,,,,,457237852.4,247487177.5,612917842.9,850542954.8,,CNY,10007292,合并,年度报告,年度报告
,,9201582,,,0,,,,,0,462839706.4,,1635515369,154006661.8,,-94206427.81,,,,82099616.5,0,20282040.2,0,,0,11080158.2,,,1484702259,,1358519812,150813110.3,,114488468,276995557,,2019-1-1,2021-2-20,0,,,21754625.74,,,0,576034503.5,500000,,1,2019-12-31,,,0,,,,2019-12-31,,0,,,2020-4-30,550000000,415000000,300,0,,,-161034503.5,,,426370527.7,60344990.76,,,0,113988468,415000000,,,,,,315302915.9,26034503.48,,,CNY,10634830,合并,年度报告,年度报告
,,9856797.14,,,0,,,,,0,688335498.1,786000,2018135914,1040580531,,156633526.1,,20641840.37,38.51,1903761968,0,188349632,0,,0,644428.91,,,1184512605,7251903.41,2055845195,826371405.8,,31716105.94,-37709280.92,,2019-1-1,2020-4-30,0,,,1871392378,,,0,4647472759,10259000,,1,2019-12-31,,880000000,0,,,,2019-12-31,,0,48808165.12,1200786000,2020-4-30,4496968850,6399940853,157206565.6,0,,,1752468094,,,277583356.6,32369590.42,,,0,21457105.94,4319154853,,,,,,49345809.75,101695744.7,,,CNY,10004178,合并,年度报告,年度报告
,,87718084.48,,,0,,,,19716640,0,21601767088,125000000,21426062082,1007270098,,-10955051365,,154823420.4,409264.48,435583063.1,0,2185020402,0,,0,246200.42,,,20593895915,205794920.4,24438761731,626371246,,13140071767,-3012699649,,2019-1-1,2020-9-26,0,,,-14481054228,,,0,13618539908,126392730.3,,1,2019-12-31,,4730664569,0,,,,2019-12-31,,0,3990627454,125000000,2020-4-30,8429883994,13104827430,30345359.81,0,,,-513712478,,,930521519.3,14916637291,,,0,2565748610,8249162861,56472819.53,,,,1911887337,899203025.7,1198028460,10428213787,,CNY,10564773,合并,年度报告,年度报告
,,87718084.48,,,0,,,,19716640,0,21601767088,125000000,21426062082,1007270098,,-10955051365,,154823420.4,409264.48,435583063.1,0,2185020402,0,,0,246200.42,,,20593895915,205794920.4,24438761731,626371246,,13140071767,-3012699649,,2019-1-1,2020-9-26,0,,,-14481054228,,,0,13618539908,126392730.3,,1,2019-12-31,,4730664569,0,,,,2019-12-31,,0,3990627454,125000000,2020-4-30,8429883994,13104827430,30345359.81,0,,,-513712478,,,930521519.3,14916637291,,,0,2565748610,8249162861,56472819.53,,,,1911887337,899203025.7,1198028460,10428213787,,CNY,10564773,合并,年度报告,年度报告
1368491000,,314107000,,31865450000,0,,,,,0,1469392000,,23899288000,1186100000,,-13057367000,,750042000,130394000,6241914000,0,19923643000,0,,0,9293000,,,22836999000,,4023652000,1062289000,,32981010000,19875636000,,2019-1-1,2020-4-30,0,,,-102958000,,,0,62624201000,457000,,1,2019-12-31,,131678000,0,3486021000,,,2019-12-31,,0,137496000,,2020-4-30,52044226000,55572580000,16205570000,0,,,-7051621000,,,940215000,6344872000,,,0,21270956000,20089431000,603579000,,,,285293000,427945000,9073988000,11709597000,2359338000,CNY,10564778,合并,年度报告,年度报告
,,406052200,,,0,,,,,0,3463129515,,10232587775,1042347093,,-1926567249,,,,3154784876,0,566338290.5,0,,0,53794796.66,,,7377042848,,7919934920,2855544927,,2492905540,2312652855,,2019-1-1,2020-4-30,0,,,-3733790598,,,0,11298607430,381431390,,1,2019-12-31,,1685071726,0,,,,2019-12-31,,0,2377760000,,2020-4-30,7282087234,7178731226,106491293.8,0,,,-4119876203,,,1311140637,6888575474,,,0,394382687.2,5493659500,,,,,,2103317676,1638760196,1717091463,,CNY,10002599,合并,年度报告,年度报告
,,320000000,,,0,,,,,0,8329102924,3445000,13672763852,893528987.7,,-168760023.5,,29254147.38,350399.69,411831939.4,0,352855277.1,0,,0,,,,13248082956,29628.51,10790718866,424651267.2,,521615300.7,2882044986,,2019-1-1,2020-10-29,0,,,-1331472123,,,0,15255465489,6951374.67,,1,2019-12-31,,31191003.59,0,,,,2019-12-31,,0,6880217.7,3445000,2020-4-30,12700978110,11210358004,3601129.74,0,,,-4045107486,,,1030220998,1743304063,,,0,473204662.4,11175722000,861142.21,,,,,537865955.7,2547607162,41459263.56,,CNY,10002601,合并,年度报告,年度报告
,,,850493000,,0,,,,,0,4286409000,,6925857000,1713637000,,1386317000,,,-350000,1973341000,0,2636690000,0,,0,653000,,,6895669000,,7178590000,30188000,,1250373000,-252733000,,2019-1-1,2020-8-6,0,,,-861598000,,,0,4299753000,,,1,2019-12-31,,64000000,0,,,,2019-12-31,,0,197548000,,2020-4-30,3631913000,2304921000,9875000,0,,,-1994832000,,,648370000,2834939000,,,0,399880000,2240921000,135000000,,,,1103662000,530174000,470292000,,1522500000,CNY,10007171,合并,年度报告,年度报告
,,74937000,,,0,,,,,0,2450976085,,2979107475,70248717.25,,-60997631.23,,-97247254.88,44405.2,28338441.59,0,312018944.7,0,,0,304984.59,,,2699146517,358152.1,2861459876,279602806.6,,373016575.9,117647599.2,,2019-1-1,2020-6-30,0,,,-194724899.7,,,0,2201326750,34020000,,1,2019-12-31,,1778667477,0,,,,2019-12-31,,0,1749105447,,2020-4-30,383146222.2,1949907477,24215,0,,,-251419272.9,,,312018629.6,223063341.3,,,0,4996575.94,171240000,,,,,334000000,28216444.06,69075081.53,334000000,,CNY,10002450,合并,年度报告,年度报告
,,26000000,,,0,,,,4998000,0,8379023726,,12124760312,169638241.4,,-27333504.62,,48890258.75,-2104.97,356729453.7,0,78600960.85,0,,0,3567624.98,,,11254147553,6740858.19,10353586047,863871900.9,,105934465.5,1771174265,,2019-1-1,2020-6-2,0,,,-303424270.1,,,0,4921072024,78600000,,1,2019-12-31,,138914179.1,0,,,,2019-12-31,,0,333720196.1,,2020-4-30,4229576330,2873809098,142349.62,0,,,-2047262926,,,1740453636,660153723.9,,,0,22336465.47,2734894919,,,,,727.5,64470442.37,357775497.3,,,CNY,10002463,合并,年度报告,年度报告
,,,,,0,,,,,0,33107778.55,,38584997.19,6433085.32,,-3217779.02,,,,34206045.42,,,,,0,,,,34553814.82,,51160623.15,4031182.37,,3217779.02,-12575625.96,,2019-1-1,2020-4-30,0,,,-15793404.98,,,0,,,,1,2019-12-31,,,,,,,2019-12-31,,0,,,2020-4-30,,,,,,,,,,11130439.81,49999450.4,,,0,3217779.02,,,,,,,489319.47,,,,CNY,10002473,合并,年度报告,年度报告
,,739099868.9,,,0,,,,-568840923.7,0,9255764485,10000000,16351738561,1620575153,,239999669.7,,,8331649.88,8205055064,0,15134000667,0,,0,502999553.2,,,15133133956,77292169.34,13562922961,1141312436,,14894000997,2788815601,,2019-1-1,2020-4-30,0,,,131325426.2,,,0,3212947090,62442770,,1,2019-12-31,,,0,,,,2019-12-31,,0,262478390.9,21445420,2020-4-30,1869510301,307125596,3009528.86,0,,,-2905821494,,,1602600422,8073729638,,,0,1690090388,285680176,45433416.23,,,,13888891716,1083982900,1080958398,13710308763,,CNY,10003947,合并,年度报告,年度报告
,,3040920942,,,0,,,,,0,2578445371,47500000,4434282365,175689895.6,,1302241484,,8295785.99,,2809527636,0,3143224114,0,,0,61991469.46,,,2687457951,1176055.89,4104040455,1705587764,,1840982629,330241910.1,,2019-1-1,2020-4-30,0,40060593.46,,1253768624,,,0,2894654771,1819266017,,1,2019-12-31,,190000000,0,,,,2019-12-31,,0,14524957.88,55500000,2020-4-30,2430000000,2515940000,60239.3,0,,,-378714770.7,,,1013604828,1555759012,,,0,21716612,2270440000,,,,,31955676.8,336300361.3,450129812.8,,,CNY,10003948,合并,年度报告,年度报告
,,5000000,,,0,,,,,0,1861294017,,3568800658,901819466.5,,-16704021.22,,14426356.85,20469852.18,331335256.4,0,22082839.96,0,,0,2164071.83,,,3481770141,25609964.37,3623421213,61420553.1,,38786861.18,-54620554.53,,2019-1-1,2020-4-30,0,,,-475462946.5,,,0,7117371833,,,1,2019-12-31,,50819350.6,0,,,,2019-12-31,,0,607607937.1,,2020-4-30,6239803483,6692763610,492411.28,0,,,-424608222.9,,,493361013.8,806798202.9,,,0,38786861.18,6641944259,2443034.65,,,,,366946715.6,269960412.5,,,CNY,10003961,合并,年度报告,年度报告
,,686773917,,,0,,,,,0,10866228.84,,64419976.75,33581604.45,,131037700.9,,,75094.7,143248550.2,0,809249101.9,0,,0,37151268.13,,,24012794.77,,104832158.7,40407181.98,,678211401,-40412181.91,,2019-1-1,2020-4-30,0,,,83602902.06,,,0,129097711.7,678000000,,1,2019-12-31,,,0,,,,2019-12-31,,0,,,2020-4-30,125000000,122000000,85323916.81,0,,,-7097711.67,,,58760496.72,59645648.12,,,0,211401,122000000,,,,,,1623828.65,4097711.67,,,CNY,10003962,合并,年度报告,年度报告
,,1057890649,,,0,,,,,0,8852009511,,8900805983,285676102.1,,1074006513,,84480781.02,64026.22,829893615.1,0,1905106350,0,,0,15523372.37,,,8764291719,9577073.28,9555002198,126937191.3,,831099837.1,-654196214.7,,2019-1-1,2020-4-30,0,,,546135138.9,,,0,4332408138,659746985.2,,1,2019-12-31,,598659902,0,,,,2019-12-31,,0,597209875.6,,2020-4-30,3540196575,4458668952,49705297.72,0,,,126260814.1,,,253950523.8,283758476.2,,,0,118552734.7,3860009050,9310000,,,,697506250.1,163366060.8,195001687.5,52800117.19,,CNY,10003963,合并,年度报告,年度报告
,,,,,0,,,,14863905.04,0,1181753303,,3474593210,1624717774,,-42347770.53,,,-2324247.78,393636713.3,0,376842430,0,,0,829832.8,,,3137358935,6398695.34,3329835658,330835579.9,,419190200.5,144757551.7,,2019-1-1,2020-6-15,0,,,112692940,,,0,1145548239,,,1,2019-12-31,,507700000,0,,,,2019-12-31,,0,248309765.5,,2020-4-30,829746056.9,1158155646,35712597.16,0,,,12607406.55,,,407339010.3,280943773.3,,,0,40971295.45,650455646,,,,,340300000,116025570.5,67492416.99,363355000,,CNY,10003964,合并,年度报告,年度报告
,,650922553.8,,,0,,,,190506594.1,0,874454353.5,40184900,2452842849,1189658013,,167486666.2,,11337403.21,-8091.51,649832000.2,0,727799296.2,0,,0,32769160.9,,,2395429304,261825.2,2539012331,57151720.35,,560312630.1,-86169482.06,,2019-1-1,2020-4-30,0,,,-183070298.4,,,0,322546930.7,122859451.9,,1,2019-12-31,,,0,,,,2019-12-31,,0,302519192.6,40184900,2020-4-30,9000000,58167539.7,32270626.3,0,,,-264379391,,,358358609.4,832902298.7,,,0,133946584.1,17982639.7,9453252.44,,,,499552.05,116541355.8,11027738.1,113000000,,CNY,10003971,合并,年度报告,年度报告
,,,,,0,,,,,0,124822446.1,,477685431.9,36974590.15,,-157623688.1,,,,19707715.01,0,11672600,0,,0,,,,295586383.3,,316557723.3,182099048.7,,169296288.1,161127708.7,,2019-1-1,2020-7-21,0,,,-66846511.78,,,0,189495532.3,59840000,,1,2019-12-31,,7045000,0,,,,2019-12-31,,0,39915000,,2020-4-30,143500000,119145000,1472600,0,,,-70350532.32,,,119048075.4,86554226.79,,,0,94656288.13,112100000,,,,,10200000,35712611.6,6080532.32,14800000,,CNY,10003981,合并,年度报告,年度报告
,,,,,0,,,,,0,2513343008,,3277072854,259882419.3,,-72664372.12,,,,316498579.7,0,36261330.17,0,,0,870000,,,3097250589,655952.2,2961973486,179166313,,108925702.3,315099368.1,,2019-1-1,2021-3-20,0,,,-87603726.28,,,0,2020366922,,,1,2019-12-31,,247628200,0,,,,2020-12-31,,0,117839636,,2020-4-30,1798185000,1690328200,26046457,0,,,-330038722.3,,,167066352.7,404102306,,,0,92512745,1442700000,,,,,9344873.17,21681706.46,104342286.3,16412957.29,,CNY,10007185,合并,年度报告,年度报告
,,7000000,,597300000,0,,,,,0,3746524608,,5333066116,860639335.5,,-259878925.5,,,3838638.93,1754677201,0,31209893.42,0,,0,18549.44,,,5194225468,66825712.2,4899665102,56295902.53,,291088819,433401014.2,,2019-1-1,2020-4-30,0,15719033.24,9429245.89,-201220808.3,,,0,1878644509,7000000,,1,2019-12-31,,69700306.27,0,,,,2019-12-31,,0,18619463.75,,2020-4-30,1753200513,1500062973,120271.76,0,,,-378581535.9,,,101810385.6,1955898009,,,0,284088819,833062666.7,260121.08,,,,24071072.22,181261526.6,106824532.2,,,CNY,10007197,合并,年度报告,年度报告
,,100100000,,,0,,,,,0,4569434848,,6100950370,432634892.6,,-388764895,,,-901715.07,389122991.8,0,110736686.1,0,,0,1643926.07,,,5772989420,15328496.53,5667664883,312632453.7,,499501581.1,433285486.5,,2019-1-1,2021-3-20,0,,,197290816.6,,,0,841448417.8,50100000,,1,2019-12-31,,492278555.6,0,,,,2020-12-31,,0,256715720.4,,2020-4-30,511870807,995120357.9,8992760,0,,,153671940.1,,,356181541.3,191832175.2,,,0,443293968.3,502841802.4,,,,,,309413601.6,72861890.39,6107612.79,,CNY,10007203,合并,年度报告,年度报告
,,,,,0,,,,,0,12064054.64,,38191921.3,10310361.52,,6259681.27,,,,25622075.15,0,13294461.27,0,,0,,,,27805242.16,,32093996.06,10386679.14,,7034780,6097925.24,,2019-1-1,2020-4-30,0,,,20650206.51,,,0,67400,,,1,2019-12-31,,8360000,0,,,,2019-12-31,,0,50000,,2020-4-30,,8360000,2150000,0,,,8292600,,,6991162.55,4971868.64,,,0,79780,,,,,,11144461.27,2728417.35,17400,6955000,,CNY,10007225,合并,年度报告,年度报告
,,126360584.7,,,0,,,,,0,3915671744,,8421897659,1662656038,,-434481256.5,,65984196.48,-18859932.79,776547418.3,0,500271578.8,0,,0,1249695.63,,,7365551342,62654971.46,7323508598,993691345.4,,934752835.3,1098389060,,2019-1-1,2020-6-20,0,,,29050292.31,,,0,2927380459,21500000,,1,2019-12-31,,450000000,0,,,,2019-12-31,,0,6394828.62,,2020-4-30,2613791906,2311382880,37091180.36,0,,,-615997578.6,,,1172240838,747497126,,,0,913252835.3,1861382880,53585562.43,,,,269585921.6,572939979.1,307193724,,,CNY,10005835,合并,年度报告,年度报告
,,,,,0,,,,,0,62105855.01,,80060561.91,8755233.41,,-93783073.95,,,,11342951.18,0,45700250.38,0,,0,22541300,,,69356061.55,,94490350.63,10704500.36,,139483324.3,-14429788.72,,2019-1-1,2020-4-30,0,,,-107790051.8,,,0,272189.12,128423310.9,,1,2019-12-31,,695000,0,,,,2019-12-31,,0,272189.12,,2020-4-30,,695000,376500,0,,,422810.88,,,22857543.88,119133003,,,0,1060013.44,,,,,,22782450.38,771718.33,,10000000,,CNY,10005848,合并,年度报告,年度报告
,,1122846926,,,0,,,,,0,15561153731,,17418276044,275021466.9,,-367693330.6,,146079692.8,9463066.53,1230986309,0,1292315608,0,,0,16079051.71,,,17084333385,47926227.86,17330396462,286016431.2,,1660008939,87879582.2,,2019-1-1,2020-4-30,0,,,276027092.5,,,0,1866620575,1110228004,,1,2019-12-31,,312823360,0,,,,2019-12-31,,0,303914119.1,586999989.2,2020-4-30,1405752356,2412998349,3662902.91,0,,,546377774.4,,,1382619075,954959216.9,,,0,543255587.9,1513175000,,,,,3647034.99,111602189.5,156954099.2,6525346.68,,CNY,10007134,合并,年度报告,年度报告
,,70000000,,,0,,,,,0,40973032561,351645000,55384650185,2741579018,,-2836856447,,,21671950.6,12914239313,0,1051549255,0,,0,536242832.5,,,52929537637,1306283444,50249056165,1148829104,,3888405702,5135594020,,2019-1-1,2020-4-30,0,,,3002789365,,,0,7392259120,56500000,,1,2019-12-31,,847580907.8,0,,,,2019-12-31,,0,42326683.19,351645000,2020-4-30,6308507198,8074638961,445306422.9,0,,,682379840.9,,,4147630270,9911449949,,,0,2353152723,6875413054,1980000,,,,,2386814317,1041425239,1478752979,,CNY,10634817,合并,年度报告,年度报告
,,12293022394,,,0,,,,,0,2.40086E+11,815500000,2.46573E+11,1082410163,,-1072412967,,,-9693085.65,3368787035,0,14655493838,0,,0,209147103.8,,,2.42175E+11,565835843,2.50152E+11,3832433299,,15727906805,-3578451354,,2019-1-1,2020-4-30,0,,,-1063467072,,,0,87312531170,14641301766,,1,2019-12-31,,4827215207,0,,,,2019-12-31,,0,8188794955,3909701415,2020-4-30,76342306783,90909621504,55101304.03,0,,,3597090335,,,6437741165,4432254107,,,0,313524472.5,82172704882,472997577.8,,,,2098223036,2545350588,2781429431,773080566.4,,CNY,10004199,合并,年度报告,年度报告
,,,,,0,,,,,0,163583219.8,,347059663.1,70273996.86,,-5686597.24,,,1475.91,58264795.1,0,,0,,0,,,,338359806.9,2556156.07,343849047.5,6143700.19,,5686597.24,3210615.57,,2019-1-1,2020-5-20,0,,,-33769527.92,,,0,55295022.16,,,1,2019-12-31,,20000000,0,,,,2019-12-31,,0,6700698.46,,2020-4-30,47000000,24000000,,,,,-31295022.16,,,87803026.16,92034323.02,,,0,5686597.24,4000000,,,,,,22188804.72,1594323.7,,,CNY,10002534,合并,年度报告,年度报告
,,92867.62,,,0,,,,,0,2730327298,,4880566121,957153112.7,,-248184015.3,,12442132.82,1377295.56,2635831174,0,13923561.78,0,,0,1000000,,,4668914406,22750606.92,4097124964,188901109.1,,262107577.1,783441157.1,,2019-1-1,2021-3-12,0,,,1591204704,,,0,2185846116,,,1,2019-12-31,,74382922.83,0,,,,2020-12-31,,0,82881212,1304273459,2020-4-30,1930339683,3240416382,388561.34,0,,,1054570266,,,258608784.2,1044626471,,,0,262107577.1,1861760000,13234730.13,,,,,151035769.5,172625220.5,,,CNY,10004209,合并,年度报告,年度报告
,,750000,,,0,,,,,0,107607307.9,8534000,1005004621,230250434.2,,-87481242.85,,,,158832241.2,0,982783.32,0,,0,210359.06,,,935725751.6,,1145824339,69278869.06,,88464026.17,-140819718,,2019-1-1,2020-4-30,0,,,33656414.88,,,0,267121761.1,1100000,,1,2019-12-31,,347222636.9,0,,,,2019-12-31,,0,62820816.64,8534000,2020-4-30,191564750,529079136.9,22424.26,0,,,261957375.7,,,602553658.2,125175826.3,,,0,87364026.17,173322500,,,,,,205412938.3,12736194.47,,,CNY,10004215,合并,年度报告,年度报告
,,,,,0,,,,,0,935736781.6,,1312184346,145494234.6,,-48481698.4,,,-0.58,116227900.6,0,18500,0,,0,,,,1291910996,,1261942061,20273349.62,,48500198.4,50242284.94,,2019-1-1,2020-4-30,0,,,-28929169.51,,,0,484867285.5,,,1,2019-12-31,,10000000,0,,,,2019-12-31,,0,,,2020-4-30,384392016.9,454177530,18500,0,,,-30689755.47,,,99432255.59,145157070.2,,,0,48500198.4,444177530,,,,,,81278789.17,100475268.6,,,CNY,10004218,合并,年度报告,年度报告
,,446260622.2,,,0,,,,,0,121545540.8,,221821178.5,77746987.03,,534435523.6,,,5452782.63,513363930.9,0,1217827423,0,,0,100917175.6,,,202029191.1,72896.04,363191523.3,19719091.33,,683391899.2,-141370344.8,,2019-1-1,2020-4-30,0,,,205804098.7,,,0,1671713863,349008666.5,,1,2019-12-31,,,0,,,,2019-12-31,,0,40747492.5,,2020-4-30,1466050000,1479000000,457501,0,,,-192713862.8,,,54718989.95,307559832.2,,,0,7764426.77,1479000000,8875199.48,,,,670192123.9,109180005.5,164916370.3,326618806,,CNY,10634820,合并,年度报告,年度报告
,,,,,0,,,,,0,1459122934,,1651396039,107253850.3,,-10396640.24,,,,141492136.9,0,224519082.5,0,,0,,,,1609978440,,1674312060,41417598.99,,234915722.8,-22916021.01,,2019-1-1,2020-4-30,0,,,104615659.3,,,0,2629118206,,,1,2019-12-31,,,0,,,,2019-12-31,,0,6360000,367046526.4,2020-4-30,2521743157,2767046526,224519082.5,0,,,137928320.5,,,39420757.07,36876477.62,,,0,213578579.3,2400000000,,,,,,68514519.15,101015048.9,21337143.46,,CNY,10004237,合并,年度报告,年度报告
,,515105728.7,,,0,,,,,0,2451805797,15210000,4842324893,882907476.1,,92105433.33,,,665290.05,936067033,0,557840525.6,0,,0,8142790.48,,,4011777408,30606074.92,4487917725,799941410.2,,465735092.3,354407168,,2019-1-1,2021-1-16,0,,,192789936,,,0,1132967955,334665620.1,,1,2019-12-31,,270370000,0,,,,2019-12-31,,0,294726368.1,15210000,2020-4-30,740750000,878580000,6650472.01,0,,,-254387955.4,,,989065469.1,743277097,,,0,131069472.1,593000000,32798051.46,,,,27941534.42,164138982.8,97491587.29,,,CNY,10634802,合并,年度报告,年度报告
,,1922506706,,,0,,,,2700119611,0,1.41036E+11,,2.07185E+11,22281126154,,-10961583141,,,293937069.6,34962947400,0,2775834626,0,,0,587572407.1,,,2.04153E+11,898183873.7,1.92103E+11,2134070599,,13737417767,15082630943,,2019-1-1,2020-4-30,0,,,-1597978355,,,0,24925243409,3891482546,,1,2019-12-31,,2751630.6,0,,,,2019-12-31,,0,1693038756,440579441.7,2020-4-30,19027731486,18912280182,261126967.9,0,,,-6012963226,,,19876114988,36560925755,,,0,6194093050,18468949110,,,,,4628544.73,8909484822,4204473167,951722560.8,,CNY,10004000,合并,年度报告,年度报告
,,148978188.1,,,0,,,,960074246.8,0,18028072384,145845000,17540791230,689208354,,-1735210605,,236910563.3,936078.53,7921505310,0,1953722934,0,,0,43041204.59,,,15520773467,,22329876106,2020017763,,3688933539,-4789084876,,2019-1-1,2020-4-30,0,,,-1479865118,,,0,22122790189,,,1,2019-12-31,,976506088.3,0,,,,2019-12-31,,0,12922967.82,1842445000,2020-4-30,19381680518,27166284473,4758597.03,0,,,5043494284,,,1125729141,9401370429,,,0,76427300.28,24347333385,84323802,,,,1520034381,2486866227,2728186703,2652431992,,CNY,10004018,合并,年度报告,年度报告
