CAPITALRESERVE,SETTLEMENTPROVISION,LTACCOUNTPAY,BILLREC,LLIABOTHER,OTHERPAY,LASSETOTHER,LOANADVANCES,INTERESTPAY,SPECIALRESERVE,SELLBUYBACKFASSET,REPORTDATE,LIABOTHER,ADVANCEPAY,LTREC,SUMLLIAB,SUMLASSET,OTHERREC,ANTICIPATELIAB,NONLLIABONEYEAR,GENERALRISKPREPARE,SUMASSET,TRADEFLIAB,MONETARYFUND,DEFERINCOMETAXASSET,MINORITYEQUITY,OILGASASSET,ACCOUNTPAY,SUMLIABSHEQUITY,SUMNONLLIAB,BUYSELLBACKFASSET,AGENTTRADESECURITY,BORROWFROMCBANK,COMMPAY,INVENTORYSHARE,OTHERLASSET,ENDDATE,SUMLIAB,BORROWFUND,ACCOUNTREC,PREMIUMREC,SHEQUITYOTHER,SUMPARENTEQUITY,DEFERINCOME,ESTATEINVEST,STARTDATE,PARENTEQUITYOTHER,NONLLIABOTHER,OTHERNONLLIAB,PRODUCTBIOLOGYASSET,INTANGIBLEASSET,RICONTACTRESERVEREC,DIVIDENDREC,ADVANCERECEIVE,STBORROW,SALARYPAY,SURPLUSRESERVE,NONLASSETOTHER,SHARECAPITAL,LTBORROW,DEFERINCOMETAXLIAB,RETAINEDEARNING,SUMSHEQUITY,ANTICIPATELLIAB,CONSTRUCTIONPROGRESS,INTERESTREC,OTHERLLIAB,LATESTNOTICEDATE,HELDMATURITYINV,OTHERNONLASSET,INVENTORY,ASSETOTHER,TAXPAY,FIXEDASSET,CONTACTRESERVE,SUMNONLASSET,BONDPAY,NONLASSETONEYEAR,LTDEFERASSET,FIRSTNOTICEDATE,GOODWILL,RIPAY,STBONDREC,DIVIDENDPAY,LTEQUITYINV,AGENTUWSECURITY,DEVELOPEXP,RIREC,SALEABLEFASSET,LENDFUND,BILLPAY,DEPOSIT,SUSTAINBOND,CLHELDSALEASS,OTHERCINCOME,FVALUEFASSET,LTSALARYPAY,PREFERSTOCBOND,CLHELDSALELIAB,SUSTAINBOND,DEFINEFVALUEFASSET,FVALUEFLIAB,DEFINEFVALUEFLIAB,PREFERSTOCBOND,OTHEREQUITYOTHER,OTHEREQUITY,DERIVEFLIAB,DERIVEFASSET,SHORTFINANCING,ACCOUNTBILLPAY,ACCOUNTBILLREC,OTHERNONFASSET,OTHCREDINV,OTHEREQUITYINV,CREDINV,DRAWINGEXP,CONTRACTLIAB,CONTRACTASSET,AMORCOSTFLIAB,HELDSALEASS,FVALUECOMPFASSET,AMORCOSTFLIABFLD,HELDSALELIAB,FVALUECOMPFASSETFLD,AMORCOSTFASSETFLD,AMORCOSTFASSET,MARGINOUTFUND,CURRENCY,REPORTSOURCETYPE,REPORTTIMETYPE,COMPANYCODE,COMBINETYPE,TOTAL_OTHER_RECE,FINANCE_RECE,TRADE_FINLIAB_NOTFVTPL,USERIGHT_ASSET,LEASE_LIAB,TRADE_FINASSET_NOTFVTPL,TOTAL_OTHER_PAYABLE,CONSUMPTIVE_BIOLOGICAL_ASSET
437032877.2,,,1093079.44,,,,,,,,2019-12-31,,14218806.58,,140567109.4,797408985.4,,,,,1046774058,,498393703.2,7800492.77,,,16462715.39,1046774058,4101810.48,,,,,71403920,2732474.02,2020-9-30,144668919.9,,233147141.5,,,902105138.1,4092260.48,,2019-1-1,,,,,15504486.54,,,4444755.86,5000000,25372793.35,41546555.09,,147206000,,9550,347297803.6,902105138.1,,,,,2020-10-21,,3731286.9,17162001.18,,14205409.67,143884769.9,,249365072.6,,,1951231.85,2020-4-14,,,,,76492804.62,,,,,,,,,,425822.18,,,,,,,,,,,,,,,16462715.39,234240221,,,,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10500735,合并,598112.81,,,,,30063666.67,75081435.15,
1072783279,,,,,,,,,,,2019-12-31,,13908606.26,,206504670.4,1331302229,,,,,1944534889,,928036404.4,5015310.06,,,67960173.73,1944534889,4260666.5,,,,,,6955871.66,2020-12-31,210765336.9,,139075887.3,,,1733769552,4260666.5,,2019-1-1,,,,,69842797.1,,,6787810.85,,20095074.66,51921313.92,,120000000,,,488809875.8,1733769552,,192941199.7,,,2021-3-18,,59052197.2,61680316.49,,15565012.46,286381156.2,,613232660.3,,,,2020-3-9,,,,,,,,,,,95658470,,,,255083.42,,,,,,,,,,,,,,,163618643.7,139075887.3,,,,,,,,,,,,,,,,,CNY,年度报告,年度报告,10500729,合并,10449660.94,11941116,,,,159254365.6,438128.72,
2185836383,,,41157224.61,,,,,,,,2019-12-31,,187475705.4,64915761.91,4105135461,11626751709,,,,,16146930177,,5456473888,9944762.71,-1698329.5,,2384680214,16146930177,1283515875,,,,,,95222597.84,2020-9-30,5388651336,,1521137418,,,10759977170,489195080.3,359403861.5,2019-1-1,,,,,761349461.7,,,1081488408,43836392.17,236350282.7,398965132.3,,2086900000,,10277823.82,6076474719,10758278841,,195543570.8,,1538397.43,2020-10-29,,388138569.7,1741613945,,43988399.32,2266648813,,4520178467,,26408071.19,136501581.3,2020-4-30,7205795.45,,,,,,,,,,20000000,,,,11800935.44,,784042970.5,,,,,,,,,,,,,2404680214,1562294643,,,330526289.2,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10183120,合并,62180461.91,96225690.78,,,,2398856707,293253367.6,
324790765.5,,,190000,,,,,,,,2019-12-31,,2902854.27,,373185769.2,1126986946,,,,,1405422634,,513059189.6,4717320.66,,,207092931.1,1405422634,3122631.05,,,,,5719212,21945566.49,2020-9-30,376308400.3,,287797187.1,,,1029114233,3122631.05,,2019-1-1,,,,,31831889.24,,,12593286.67,,13525531.35,53015533.16,,266800000,,,389064299.3,1029114233,,1048128.78,,,2020-10-23,,11204704.42,267682820.5,,8767212.37,215751534.1,,278435688,,,3882110.82,2020-4-18,,,,,,,,,,,123382121.1,,,,1162847.38,,,,,,,,,,,,,,,330475052.1,287987187.1,10000000,,,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10503345,合并,2843637.23,30565690.41,,,,,7824686.7,
168902508.5,,,5612849.51,,,,,126738.06,,,2019-12-31,,5125492.76,,224063838.7,540279398.9,,1270296.92,35000000,,834275016.8,,210434586.6,3651635.96,20394254.95,,83598958.44,834275016.8,63274114.86,,,,,20196067.52,4600456.02,2020-9-30,287337953.6,,151301590.1,,,526542808.3,2700000,20214964.25,2019-1-1,,,,,19890172.42,,,6866779.49,44400000,15793429.62,28971495.93,,107351600,57500000,1803817.94,241513271.4,546937063.2,,97667856.4,,,2020-10-27,,1951768.74,114725493,,6187624.98,145307455.5,,293995617.9,,,4369624.34,2020-3-20,942140.25,,,,,,,,,,30676000,,,,,,,,,,,,,,,,,,,114274958.4,156914439.6,,,,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10503347,合并,3555525.58,8546441,,,,36376964.38,1541046.19,
113899773.2,,,9680500,,,,,,,,2019-12-31,,158855068.4,,537557142.4,1011541883,,,5377500,,1146781636,,318153350.5,6732108.74,,,160400609.1,1146781636,37327752.83,,,,,,405185.18,2020-9-30,574884895.2,,355918817.8,,,571896740.7,1864569.65,,2019-1-1,,,,,14170134.67,,,53086878.02,40000000,12398620.29,30558962.25,,200000000,35401875,61308.18,227367832.8,571896740.7,,4563548.09,,,2020-10-28,,86816314,126630028.3,,7396154.85,21614039.83,,135239752.6,,,1343607.25,2020-4-21,,,,,,,,,,,253053367.1,,,,70172.51,,,,,,,,,,,,,,,413453976.3,365599317.8,,,,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10503346,合并,6276320.7,35622612.5,,,,,5844012.92,
29878574.16,,,,,,,,,270116.32,,2019-12-31,,3983292.71,,185673145.9,445275655.9,,,,,627145867.9,,195237948.1,2251983.04,,,67793226.61,627145867.9,1343393.83,,,,,,1669712.36,2020-12-31,187016539.7,,71849440.75,,,440129328.2,1343393.83,,2019-1-1,,,,,28949670.23,,,103087985.2,,9858173.24,33295472.32,,75000000,,,301687271.2,440129328.2,,55415610.47,,,2021-3-23,,16187840,163308409.5,,4630779.22,79065108.24,,181870212,,,,2020-5-18,,,,,,,,,,,,,,,-2105.8,,,,,,,,,,,,,,,67793226.61,71849440.75,,,,,,,,,,,,,,,,,CNY,年度报告,年度报告,10503352,合并,4511852.47,4715000,,,,,302981.58,
132935330.6,,,6438914.35,,,,,,,,2019-12-31,,2695459.69,,270292283,477456252.8,,7763365.07,24183501.81,,907077960,,102695985.5,4803236.44,-1167680.96,,126407537.1,907077960,207120859.8,,,,,,49407861.59,2020-9-30,477413142.8,,166691730.1,,,430832498.2,3089000.84,,2019-1-1,,,,,76012345.24,,,1187727.66,29928083.33,39485560.97,15743253.21,,200000000,190885772,5382721.92,82285324.37,429664817.2,,14527484.11,,,2020-10-30,,10013643.42,129235832.2,,12662106.31,254539365.9,,429621707.2,,,1115979.83,2020-4-25,68609652.26,,,,,,,,,,28697828.26,,,,-131410.01,,,,,,,,,,,,,,,155105365.3,173130644.4,,,,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10503350,合并,2979865.19,16691949.77,,,,618654.46,7739937.59,
491116358.4,,,,,,,,,,,2019-12-31,,25406191.92,,141581480.9,1345883950,,,,,1743692799,,407383286.9,5374664.43,,,36367407.36,1743692799,36421215.3,,,,,,1872392.76,2020-9-30,178002696.2,,1876489.64,,,1565690103,36421215.3,1272861.1,2019-1-1,,,,,58158917.76,,,63754230.35,,17583579.87,65325916.23,,304545000,,,704702828.2,1565690103,,28161186.88,,3610130.27,2020-10-29,,2451566,228812441.4,,10861548.94,283621123.2,,397808848.8,,,8340943.27,2020-4-29,,,,52290,10427586.12,,,,,,,,,,,,,,,,,,,,,,,,,36367407.36,1876489.64,,,,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10416291,合并,533147.57,,,,,680000000,9404584.12,
318621163.5,,,,,,,,,,,2019-12-31,,7836237.94,,213026665.8,801923269.4,,,,,1139398534,,647131498.5,11053672.79,,,26323614.87,1139398534,5820600,,,,,17338624,,2020-9-30,218847265.8,,13696970.09,,,920551268.3,5820600,7101004.71,2019-1-1,,,,,55406113.56,,,35684807.86,,15444682.76,63237299.62,,151331050,,,404700379.2,920551268.3,,8625242.56,,,2020-10-30,,,132458094.4,,30065068.02,255289231.1,,337475264.7,,,,2020-4-28,,,,,,,,,,,29022550,,,,,,,,,,,,,,,,,,,55346164.87,13696970.09,,,,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10504939,合并,800468.41,,,,,,76485942.24,
168499200,,,,,,,,,,,2019-12-31,,1271596.8,,92972734.51,390127232.9,,,,,561328725.1,,82632856.85,7570915.99,,,13745386.34,561328725.1,732991.82,,,,,,2377621.79,2020-9-30,93705726.33,,17384339.98,,,467622998.8,698500.04,,2019-1-1,,,,,57166406.36,,,6058470.36,,3444333.62,32193116.98,,169000000,,34491.78,97930681.8,467622998.8,,25938529.31,,,2020-10-30,,,58884881.78,,3538970.65,80308699.37,,171201492.2,,,216941.15,2020-4-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13745386.34,17384339.98,,,,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10504942,合并,2345990.52,,,,,225229945.2,66185573.54,
197067595.3,,,1710821.23,,,,,,,,2019-12-31,,1987485.8,,101970365,492173960.5,,,,,595935146.8,,77168311.5,9937029.15,7230997.08,,19150976.39,595935146.8,32952.88,,,,,16708979.2,143740.54,2020-9-30,102003317.9,,379658028.5,,,486700831.8,,,2019-1-1,,,,,10494573.98,,,7070701.46,12290625,20913357.59,23139134.56,,86906012,,32952.88,196289234.1,493931828.9,,28527928.71,,,2020-10-26,,,190380.28,,10552142.74,20334769.03,,103761186.3,,,1225148.68,2020-4-18,,,,201068.8,32982519.05,,,,,,,,,,7835.04,,,,,,,,,,,,,,,19150976.39,381368849.7,,,259217.69,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10504936,合并,10685612.76,629579.88,,,,20000000,31992561.8,
239582317.1,,,,,,,,,,,2019-12-31,,3164934.11,,106903279.9,551592615.1,,,,,761877964.1,,89137430.48,3031867.87,,,50782913.42,761877964.1,2765000,,,,,,2636792.67,2020-9-30,109668279.9,,155489203.5,,,652209684.2,2765000,38965825,2019-1-1,,,,,14602637.91,,,2790499.65,10012083,10228928.4,23932092.49,,143733380,,,244961894.6,652209684.2,,37506337.86,,,2020-10-30,,15932207.39,60466697.71,,4994508.81,96492236.22,,210285348.9,,,3754236.66,2020-4-29,,,,,,,,,,,22952050.5,,,,,,,,,,,,,,,,,,,73734963.92,155489203.5,,,,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10504941,合并,604026.48,33449465.75,,,,206644064.5,5142296.07,
613408110.1,,,,,,,,,,,2019-12-31,,19771897.99,,916977961.8,1622249717,,,5000000,,2049757277,,821586248.2,11537574.6,,,151575116.9,2049757277,74057837.4,,,,,20458158,15481025.25,2020-9-30,991035799.2,,607493266.5,,,1058721478,2336950,,2019-1-1,,,,,61478169.24,,,30945259.3,512308500,36245486.89,32052341.08,,170907500,71720887.4,,262811685,1058721478,,145810654.3,,,2020-10-20,,59779925.02,126788154.9,,32709087.78,147914414.3,,427507560.1,,,986822.58,2020-4-23,,,,,,,,,,,102224131.9,,,,,,,,,,,,,,,,645000,,,253799248.7,607493266.5,,,,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10416225,合并,10545163.33,20583961.17,,,,,45325379.07,
2807649855,,301387188.2,,,,,,,,,2019-12-31,,224768909.3,8190993.17,1134498158,3203507053,,,56613539.85,,5909118303,,735326727.1,93542494.64,86990256.79,,171156041.3,5909118303,373581197.6,,,,,,82562748.25,2020-9-30,1508079356,,1232428821,,,4314048690,46023825.21,,2019-1-1,,,,,161425218,,,506566946.1,,60026495.57,82126342.7,,400100000,,26170184.14,974196660.6,4401038947,,184537217.4,,,2020-10-28,,382610765.8,342971609.7,,54772720.69,1126048093,,2705611249,,,72680247.61,2020-4-25,47109401.1,,,4676216.16,129678613.1,,16380000.5,,,,50000000,,,,49975831.94,,,,,,,,,,,,,,,221156041.3,1232428821,278353581.6,,205054623.6,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10504934,合并,103228123.1,,,,,482220115.1,235362414.6,
269418284.7,,,370403.2,,,,,,,,2019-12-31,,1985024.03,,114294928.7,525458397.5,,1431112.22,,,720448486.5,,77703462.94,2717464.32,,,51931308.19,720448486.5,17769140.49,,,,,,38599.14,2020-9-30,132064069.2,,50654002.63,,,588384417.3,16338028.27,,2019-1-1,,,,,41973043.22,,,11539557.18,,14612514.67,32841599.71,,80000000,,,206124532.9,588384417.3,,121655499.3,,,2020-10-29,,400335,18114307.73,,4526485.97,28243747.13,,194990089,,,,2020-4-10,,,,,,,,,,,22264664.12,,,,,,,,,,,,,,,,,,,74195972.31,51024405.83,,,,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10163468,合并,1110838.81,,,,,375481759,9420398.54,
13809813513,,65102566.86,16238631.03,,,,,,8449154.91,,2019-12-31,,3512626576,148902485.9,2.95E+11,4.78E+11,,121936858,32622803819,,6.18E+11,,75323852831,14845639042,1.33E+11,,35403102587,6.18E+11,95389555555,,,,,3999999477,12651286597,2020-12-31,3.90E+11,,1794789683,,,95052097959,5109947566,90376087590,2019-1-1,,,354860665.5,,612251006.5,,,135730327.7,22170142371,1743037838,4188611129,,7916208077,68834884957,2372010305,53253824828,2.28E+11,,818944872.7,,21873148921,2021-3-23,,199697150.7,3.12E+11,,16374839974,4607551182,,1.40E+11,18276000000,,842495695.5,2020-4-21,357950001.1,,,,26623926385,,,,,,106385679.3,,19000000000,,875190732.8,,,,,,,,,,,19000000000,,,,35509488266,1811028314,803758612.2,,5183809.13,,,90892617039,271250484.5,,12093252.08,,,151956.29,,,,,CNY,年度报告,年度报告,10019380,合并,72052658153,,,227455190.2,254812637.2,,73686394597,
179648612,,15845534.67,26762339.1,,,,,,,,2019-12-31,,11601472.92,334909485.8,536425528.3,676454464.3,,11973087.26,43296577.48,,1208246650,,108485963.8,12404214.08,6635463.19,,333513267.7,1208246650,220606939.6,,,,,,17937969.7,2019-12-31,757032467.8,,338410535.4,,,444578718.9,7150000,,2019-1-1,,,,,24574292.36,,,16128295.97,71990000,12021694.49,21126845.8,,61933098,182843359.7,2794957.97,181870163.1,451214182,,15340815.75,,,2021-1-14,,,132021051.5,,10352195.56,62898923.84,,531792185.5,,18673569.05,6337344.07,2020-6-29,,,,,66758258.63,,,,,,41919809.3,,,,,,,,,,,,,,,,,,,375433077,365172874.5,,,8568851,,,,,,,,,,,,,,CNY,招股说明书,年度报告,10182443,合并,22561562.91,,,,,,7203687.73,
449709809.7,,79720000,134121286,,,,,1748071.61,,,2019-12-31,,14842050.44,,618783945,1059961044,,,32287928.19,,2475113143,,182634183.8,18396359.58,125388064.7,,187574368.6,2475113143,143380755.2,,,,,,200260160.6,2020-9-30,762164700.1,,255830759.2,,,1587560378,39544148.31,1301771.21,2019-1-1,,,,,90354430.58,,,1762504.91,278646305.4,18648793.2,77273720.55,,209073200,,24116606.84,851503648,1712948443,,325443467.4,837750.01,,2020-10-30,,59360419.36,235188243.8,,5144504.46,904348165.7,,1415152099,,,3713281.17,2020-4-28,,,,,12114204.26,,,,,,92228374.67,,,,,,,,,,,,,,,,,,,279802743.3,389952045.1,,,120000,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10180242,合并,4553584.71,32530775.28,,,,,2491165.55,
39483045.42,,,2226561.57,,,,,,,,2019-12-31,,3808359.94,,119595723.6,351070652.8,,,,,449621497.8,,195275671.8,5812261.86,779322.03,,32253229.77,449621497.8,2514084.3,,,,,,7379953.21,2020-9-30,122109807.9,,48943237.67,,,326732367.9,,,2019-1-1,,,,,16922567.18,,,48702211.46,7684566.7,18034223.65,19330628.9,,50000000,,,211204323.7,327511689.9,,409089.97,,2240716.36,2020-10-26,,,89623784.97,,6235366.22,51349895.44,,98550844.96,,,3367195.67,2020-6-9,20689834.84,,,,,,,,,,,,,,6714369.86,,2514084.3,,,,,,,,,,,,,32253229.77,51169799.24,,,,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10506155,合并,3813083.65,,,,,,4445409.4,
399525258.4,,,7459444.32,,,,,,,,2019-12-31,,14053035.82,,377362271.6,1253553081,,,,,1424116542,,109567300.3,19048186.66,5891593.56,,111508838.4,1424116542,1149746.73,,,,,,13384396.62,2020-9-30,378512018.3,,336872707.7,,,1039712930,,13383798.82,2019-1-1,,,,,31218905.79,,,18015261.04,183742385.4,25161847.86,35936513.48,,201233200,,1149746.73,392699273.7,1045604524,,11904064.52,,,2020-10-29,,8220262,299460050.7,,2911960.43,55826475.91,,170563461.5,,,8594513.74,2020-3-20,,,,,22367254.04,,,,,,16270000,,,,10318684.69,,,,,,,,,,,,,,,127778838.4,344332152,,,,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10506159,合并,5049730.21,85220240.22,,,,382486174.7,19751978.41,
190262440.1,,28944618.24,21178531.77,,,,,263103.06,12727152,,2019-12-31,,4386115.09,,399985306.2,654708432.4,,,,,998981936.2,,244621742.6,3278076.28,7458205.06,,115824219.4,998981936.2,71661854.54,,,,,19330128.2,16165989.85,2020-9-30,471647160.7,,232489444.3,,,519876570.5,11696135.96,1255257.34,2019-1-1,,,,,39176434.82,,,6809900.01,140350000,18835377.93,23527186.09,,168000000,26725000,4296100.34,144689920.5,527334775.5,,11355454.29,,222001.69,2020-10-30,,1800700,65707623.44,,17275177.89,246443412.8,,344273503.8,,,16048720.13,2020-3-31,24915448.13,,,,,,,,,,72297280,,,,,,,,,,,,,,,,,,,188121499.4,253667976,,,,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10506165,合并,3658542.16,66500443.22,,,,,28371349.2,
66688661.46,,390886.27,50000,,,,,,,,2019-12-31,,2139986.45,,564674577.9,760698125.4,,,,,976378912.2,,74899276.04,7315999.76,,,453710856.7,976378912.2,1800703.77,,,,,,,2020-9-30,566475281.6,,331995813.6,,,409903630.5,,,2019-1-1,,,,,663923.56,,,16404232.05,,60500451.52,33600063.85,,128000000,,1409817.5,181614905.2,409903630.5,,,,,2020-10-29,,147477.87,341889372,,30590366.93,190892062.9,,215680786.8,,,9398783.36,2020-4-27,,,,,7262539.31,,,,,,,,,,,,,,,,,,,,,,,,,453710856.7,332045813.6,,,,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10195224,合并,9723677.28,,,,,,3468670.65,
583663436.2,,,,,,,,,,,2019-12-31,,6605186.32,,321441439.1,853034132.3,,2116391.76,,,1321218369,,154064658.1,14734646.67,,,137235066.4,1321218369,3207252.43,,,,,42648921.72,29869819.7,2020-9-30,324648691.5,,273381583.4,,,996569677.4,706403.65,,2019-1-1,,,,,53260664.02,,,3376.43,35053716.85,19579751.52,18010444.26,,314274791,,384457.02,115934675.5,996569677.4,,972138.79,,,2020-10-30,,,333487544.4,,2502137,141439509.4,,468184236.7,,,2331432.27,2020-4-28,255445845.5,,,,,,,,,,73987871.14,,,,7335252.18,,,,,,,,,,,,,,,211222937.5,273381583.4,,,,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10202114,合并,12782106.16,42843234.28,,,,,53079519.79,
195503183.6,,,,,,,,,,,2019-12-31,,32737131.91,,213372325.2,405991340.3,,,,,893171615.7,,45437554.24,8617823.95,3568365.75,,70615788.63,893171615.7,7051660.16,,,,,,6907976.83,2020-9-30,220423985.4,,194578268.7,,,669179264.6,4178195,2203116.77,2019-1-1,,,,,54443534.35,,,41564412.98,65859065.88,7888693,33471054.47,,128746780,,2873465.16,311458246.5,672747630.4,,27703517.18,,,2020-10-30,,7525909.29,108171229.4,,7394569.39,316843324.8,,487180275.5,,,1083352,2020-4-27,,,,,68759697.15,,,,,,,,,,,,,,,,,,,,,,,,,70615788.63,194578268.7,,,,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10506154,合并,18159179.13,,,,,,20049795.35,
192270551.3,,,11052411.95,,,,,,,,2019-12-31,,1399177.14,,241204756.5,400565594.5,,,,,806707902.3,,107805854.2,4804210.22,13945250.63,,105760366.5,806707902.3,96661231.45,,,,,,188488.48,2020-9-30,337865987.9,,170788857,,,454896663.8,8327705.49,,2019-1-1,,,,,49444915.45,,,403054.94,30035437.14,15754079.28,25998729.5,,88076000,83365383.9,4968142.06,148551383,468841914.4,,36530666.68,,,2020-10-31,,1352429.19,85727111.8,,10497772.51,240509835.6,,406142307.9,,,23258926.25,2020-4-29,50241324.46,,,,,,,,,,10570000,,,,,,,,,,,,,,,,,,,116330366.5,181841268.9,,,,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10506164,合并,161439.17,23442254.81,,,,,68184046.13,
1070544720,,47438.17,615103555.4,,,,,13219458.29,,,2019-12-31,,84411720.6,,2257352588,3234621565,,,177509.69,,5007724689,,506540760.6,45635597.61,236707373.3,,273567796.2,5007724689,122481523.4,,,,,33950000,17061688.57,2020-12-31,2379834112,,1777223828,,,2391183204,95247434.82,,2019-1-1,,,,,209601909.6,,,94792086.57,870113520,164853306.2,132890114,,310550000,25989192.59,1197457.83,910772295.1,2627890577,,97456461.48,,76202506.13,2021-3-26,,52326791.12,186683086,,81300754.04,1187826335,,1773103124,,,60437628.22,2020-4-16,119618401,,,31088850,,,,,,,249270000,,,,376074.84,,,,,,,,,,,,,,,522837796.2,2392327384,,,200000,,,,,,,,,,,,,,CNY,年度报告,年度报告,10506160,合并,47596925.54,,,,,,447075109.3,
468893601,,,236812338.3,,,,,,48137.56,,2019-12-31,,43702314.1,,363174730.2,1020705374,,,,,1690114040,,312829220.5,2139902.13,,,61662355.64,1690114040,1276700,,,,,20011764.79,7929452.43,2020-9-30,364451430.2,,132472939.7,,,1325662610,1250000,,2019-1-1,,,,,34126522.6,,,6380245.21,285976600,6555699.18,56521017.93,,489600000,,26700,330611618.6,1325662610,,445386211.7,,,2020-10-20,,1159399.72,176099836.3,,502550.97,185074398.7,,669408666.8,,,1522231.99,2020-4-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61662355.64,369285278,,,,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10205323,合并,681272.28,,,,,110178000,2097279.16,
218982010.1,,,83620,,,,,,,,2019-12-31,,13595500,,409506477.7,495172947.8,,,,,922417241.1,,166645904.8,10520019.73,,,49964524.81,922417241.1,12543120.32,,,,,,15967260.39,2020-9-30,422049598,,78611243.84,,,500367643.1,12543120.32,,2019-1-1,,,,,21781317.54,,,1378068.06,199243119.3,11287839.9,18784102.77,,93600000,,,169268111.7,500367643.1,,65919523.47,,2615493.39,2020-10-28,,29227636.42,78114441.09,,1423590.52,298595298.3,,427244293.3,,,1200497.84,2020-3-23,,,,,,,,,,,143452688.2,,,,-266581.49,,,,,,,,,,,,,,,193417213,78694863.84,,,,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10506153,合并,7791814.44,134363163.2,,,,,141153.54,
290750292.7,,,,,,,,509917.9,,,2019-12-31,,24764617.6,,399583283.3,777483679.8,,,,,1129107738,,268486477.5,3851337.91,3468746.52,,86760677.58,1129107738,9388352.65,,,,,12318432,195061652.4,2020-9-30,408971636,,178210442,,,716667355.4,3815991.17,,2019-1-1,,,,,22636098.83,,,909873.71,190812000,37182651.26,34749574.74,,182550400,,5572361.48,228316675.2,720136102,,1703886.19,785408.07,,2020-10-28,,3297139.72,99514266.94,,2668314.87,283400284.1,,351624058.2,,,6702515.03,2020-4-18,,,,,29512040.41,,281235.92,,,,65500000,,,,-7381155.17,,,,,,,,,,,,,,,152260677.6,178210442,,,239520.04,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10506158,合并,9050289.65,,,,,2395933.64,15749765.9,
419971289.7,,439110.78,,,,,,,,,2019-12-31,,8455113.09,,607290674,789216050.7,,,12734548.41,,1529356990,,285777346.4,1477026.06,7913744.65,,73347764.02,1529356990,73631362.33,,,,,11423500,17647224.12,2020-9-30,680922036.4,,218701736,,,840521208.9,6450000,,2019-1-1,,,342251.55,,12351612.47,,,2028347.05,398927591.1,19017128.99,37830143.96,,151675000,66400000,,236707473.9,848434953.6,,317212525.1,,,2020-10-30,,80080633.59,157702284.6,,14135190.9,318469105.7,,740140939.2,,,10050036.4,2020-3-31,,,,,,,,,,,,,,,5760801.35,,,,,,,,,,,,,1430600,,73347764.02,218701736,,,500000,,,,,,,,,,,,,,CNY,三季度报告,年度报告,10506152,合并,7876980.61,39864807.07,,,,51759958.9,87100103.52,
570771759.2,,,2289124.38,,,,,,,,2019-12-31,,10876739.29,,258728239.1,990512725.9,,,,,1289269840,,124101918.5,7927952.68,-554293.52,,129789612.8,1289269840,2866560,,,,,36429002.81,6375425.59,2020-12-31,261594799.1,,264389340.2,,,1028229334,2866560,,2019-1-1,,,,,44819639.45,,,38551458.48,,45306620.09,61765120.52,,110928979,,,321192478.2,1027675041,,56326212.41,,,2021-3-16,,10117218.88,164121679.1,,22437885.09,179566090.4,,298757113.9,,,,2020-4-8,,,,855430.52,,,,,,,,,,,,,,,,,,,,,,,,,,129789612.8,266678464.6,,,,,,,,,,,,,,,,,CNY,年度报告,年度报告,10506156,合并,2541220.24,93537668.98,,,,322279609.6,22642662.65,
904181367.5,,,3295036.82,,,,,,,,2019-12-31,,37996582.19,,246679724.5,996508746.9,,,,,1958541520,,291180907.7,265082.28,7228659.57,,62941818.34,1958541520,9931979.1,,,,,,63972089.37,2020-9-30,256611703.6,,203739242,,,1694701157,9931979.1,,2019-1-1,,,,,155917873.2,,,19458575.99,,50683988.33,85378131.31,,368666700,,,336022003,1701929817,,782901.34,,,2020-10-27,,28743699.7,35151391.74,,8848712.88,707856020.4,,962032773.4,,,19139160.08,2020-4-28,,,,,47328036.41,,,,,,,,,,452955.44,,,,,,,,,,,,,,,62941818.34,207034278.9,,,,2000000,,,,,,,,,,,,,CNY,三季度报告,年度报告,10290534,合并,43173497.13,,,,,318000000,104746628.9,
