resultno,reportdate,reportscope,reportperiod,scope,regioncode,industrytype
20200930420000C311,2020/09,合并,季报,all,420000,C31
20200930420000C31,2020/09,合并,季报,all,420000,C31
20200630310000C30,2020/06,合并,半年报,all,310000,C30
20190630320000F52,2019/06,合并,半年报,all,320000,F52
20200331430000C39,2020/03,合并,季报,all,430000,C39
20200630440000C13,2020/06,合并,半年报,all,440000,C13
20190930440000C21,2019/09,合并,季报,all,440000,C21
20190930340000K70,2019/09,合并,季报,all,340000,K70
20190630330000I64,2019/06,合并,半年报,all,330000,I64
20200630220000C26,2020/06,合并,半年报,all,220000,C26
20200331620000C14,2020/03,合并,季报,all,620000,C14
20190331110000C27,2019/03,合并,季报,all,110000,C27
20190630510000C15,2019/06,合并,半年报,all,510000,C15
20190930520000D45,2019/09,合并,季报,all,520000,D45
20200930440000C23,2020/09,合并,季报,all,440000,C23
20200630370000C22,2020/06,合并,半年报,all,370000,C22
20190630610000N78,2019/06,合并,半年报,all,610000,N78
20200630320000E50,2020/06,合并,半年报,all,320000,E50
20200331650000C30,2020/03,合并,季报,all,650000,C30
20200331220000C28,2020/03,合并,季报,all,220000,C28
20200331130000C34,2020/03,合并,季报,all,130000,C34
20190630370000J67,2019/06,合并,半年报,all,370000,J67
20191231320000E48,2019/12,合并,年报,all,320000,E48
20190630500000I64,2019/06,合并,半年报,all,500000,I64
20200930370000G55,2020/09,合并,季报,all,370000,G55
20190630310000O82,2019/06,合并,半年报,all,310000,O82
20190630310000P82,2019/06,合并,半年报,all,310000,P82
20200930320000C27,2020/09,合并,季报,all,320000,C27
20190930410000C14,2019/09,合并,季报,all,410000,C14
20190630320000C15,2019/06,合并,半年报,all,320000,C15
20190331370000J69,2019/03,合并,季报,all,370000,J69
20191231150000N77,2019/12,合并,年报,all,150000,N77
20190930330000C13,2019/09,合并,季报,all,330000,C13
20190930130000B08,2019/09,合并,季报,all,130000,B08
20190930460000C30,2019/09,合并,季报,all,460000,C30
20200930220000F51,2020/09,合并,季报,all,220000,F51
20200331110000H62,2020/03,合并,季报,all,110000,H62
20200331410000C28,2020/03,合并,季报,all,410000,C28
20200630420000D46,2020/06,合并,半年报,all,420000,D46
20200331150000C26,2020/03,合并,季报,all,150000,C26
20200630320000C17,2020/06,合并,半年报,all,320000,C17
20190630370000R90,2019/06,合并,半年报,all,370000,R90
20190630370000S90,2019/06,合并,半年报,all,370000,S90
20190930320000C25,2019/09,合并,季报,all,320000,C25
20200930340000C35,2020/09,合并,季报,all,340000,C35
20200930230000J67,2020/09,合并,季报,all,230000,J67
20200930440000I64,2020/09,合并,季报,all,440000,I64
20200930530000C36,2020/09,合并,季报,all,530000,C36
20190630440000G56,2019/06,合并,半年报,all,440000,G56
20191231610000H62,2019/12,合并,年报,all,610000,H62
20191231110000C33,2019/12,合并,年报,all,110000,C33
20191231310000C28,2019/12,合并,年报,all,310000,C28
20200630500000J66,2020/06,合并,半年报,all,500000,J66
20200331420000E48,2020/03,合并,季报,all,420000,E48
20200630350000C33,2020/06,合并,半年报,all,350000,C33
20200331320000C19,2020/03,合并,季报,all,320000,C19
20191231630000C34,2019/12,合并,年报,all,630000,C34
20191231130000I65,2019/12,合并,年报,all,130000,I65
20200630430000R87,2020/06,合并,半年报,all,430000,R87
20200930330000B11,2020/09,合并,季报,all,330000,B11
20190630130000C38,2019/06,合并,半年报,all,130000,C38
20190630430000A03,2019/06,合并,半年报,all,430000,A03
20190331640000C32,2019/03,合并,季报,all,640000,C32
20190331440000C29,2019/03,合并,季报,all,440000,C29
20200930330000G60,2020/09,合并,季报,all,330000,G60
20200930430000C311,2020/09,合并,季报,all,430000,C31
20200930430000C31,2020/09,合并,季报,all,430000,C31
20190930350000K70,2019/09,合并,季报,all,350000,K70
20191231130000C14,2019/12,合并,年报,all,130000,C14
20190630510000C23,2019/06,合并,半年报,all,510000,C23
20190331110000B11,2019/03,合并,季报,all,110000,B11
20200630450000C13,2020/06,合并,半年报,all,450000,C13
20200331120000M73,2020/03,合并,季报,all,120000,M73
20190630440000C27,2019/06,合并,半年报,all,440000,C27
20200930440000C15,2020/09,合并,季报,all,440000,C15
20200930310000C36,2020/09,合并,季报,all,310000,C36
20190930320000G54,2019/09,合并,季报,all,320000,G54
20200630320000J66,2020/06,合并,半年报,all,320000,J66
20191231140000C30,2019/12,合并,年报,all,140000,C30
20200331610000C42,2020/03,合并,季报,all,610000,C42
20200331110000C13,2020/03,合并,季报,all,110000,C13
20200331310000B08,2020/03,合并,季报,all,310000,B08
20200930350000L72,2020/09,合并,季报,all,350000,L72
20200930650000C38,2020/09,合并,季报,all,650000,C38
20190930510000C13,2019/09,合并,季报,all,510000,C13
20190630210000Q85,2019/06,合并,半年报,all,210000,Q85
20190630210000R85,2019/06,合并,半年报,all,210000,R85
20200930410000M74,2020/09,合并,季报,all,410000,M74
20200331650000C15,2020/03,合并,季报,all,650000,C15
20200331150000D44,2020/03,合并,季报,all,150000,D44
20200630370000B07,2020/06,合并,半年报,all,370000,B07
20190630340000I65,2019/06,合并,半年报,all,340000,I65
20190930370000C35,2019/09,合并,季报,all,370000,C35
20190930500000C36,2019/09,合并,季报,all,500000,C36
20200930460000E50,2020/09,合并,季报,all,460000,E50
20190331410000E48,2019/03,合并,季报,all,410000,E48
20190930330000R86,2019/09,合并,季报,all,330000,R86
20190630510000C30,2019/06,合并,半年报,all,510000,C30
20200331370000B09,2020/03,合并,季报,all,370000,B09
20200930430000C22,2020/09,合并,季报,all,430000,C22
20190930340000G55,2019/09,合并,季报,all,340000,G55
20200630340000J67,2020/06,合并,半年报,all,340000,J67
20200630440000C36,2020/06,合并,半年报,all,440000,C36
20191231370000G58,2019/12,合并,年报,all,370000,G58
20200630310000C15,2020/06,合并,半年报,all,310000,C15
20190930310000C27,2019/09,合并,季报,all,310000,C27
20200930420000C14,2020/09,合并,季报,all,420000,C14
20200930320000D45,2020/09,合并,季报,all,320000,D45
20190930330000L71,2019/09,合并,季报,all,330000,L71
20200331340000J69,2020/03,合并,季报,all,340000,J69
20191231650000D44,2019/12,合并,年报,all,650000,D44
20200630510000C32,2020/06,合并,半年报,all,510000,C32
20190331140000R87,2019/03,合并,季报,all,140000,R87
20190630220000K70,2019/06,合并,半年报,all,220000,K70
20191231650000C35,2019/12,合并,年报,all,650000,C35
20200630330000C32,2020/06,合并,半年报,all,330000,C32
20190930430000F51,2019/09,合并,季报,all,430000,F51
20200930320000C34,2020/09,合并,季报,all,320000,C34
20200930420000I65,2020/09,合并,季报,all,420000,I65
20200630310000I64,2020/06,合并,半年报,all,310000,I64
20191231370000C29,2019/12,合并,年报,all,370000,C29
20190630500000N77,2019/06,合并,半年报,all,500000,N77
20191231620000B11,2019/12,合并,年报,all,620000,B11
20190930530000C27,2019/09,合并,季报,all,530000,C27
20200331110000R86,2020/03,合并,季报,all,110000,R86
20200930130000C19,2020/09,合并,季报,all,130000,C19
20190630330000C30,2019/06,合并,半年报,all,330000,C30
20190930360000Q85,2019/09,合并,季报,all,360000,Q85
20190930360000R85,2019/09,合并,季报,all,360000,R85
20190331230000E48,2019/03,合并,季报,all,230000,E48
20190630430000H61,2019/06,合并,半年报,all,430000,H61
20200630520000C23,2020/06,合并,半年报,all,520000,C23
20200331120000B11,2020/03,合并,季报,all,120000,B11
20190630460000C13,2019/06,合并,半年报,all,460000,C13
20190331110000M73,2019/03,合并,季报,all,110000,M73
20190331310000J68,2019/03,合并,季报,all,310000,J68
20190331410000C39,2019/03,合并,季报,all,410000,C39
20190930150000B09,2019/09,合并,季报,all,150000,B09
20190930220000C40,2019/09,合并,季报,all,220000,C40
20190930500000E47,2019/09,合并,季报,all,500000,E47
20200930440000N77,2020/09,合并,季报,all,440000,N77
20190331130000C25,2019/03,合并,季报,all,130000,C25
20190630340000C14,2019/06,合并,半年报,all,340000,C14
20191231140000F52,2019/12,合并,年报,all,140000,F52
20191231440000C18,2019/12,合并,年报,all,440000,C18
20200331650000I64,2020/03,合并,季报,all,650000,I64
20200930310000G54,2020/09,合并,季报,all,310000,G54
20200630140000C30,2020/06,合并,半年报,all,140000,C30
20200930110000Q85,2020/09,合并,季报,all,110000,Q85
20200930110000R85,2020/09,合并,季报,all,110000,R85
20190930440000E48,2019/09,合并,季报,all,440000,E48
20190930640000G53,2019/09,合并,季报,all,640000,G53
20190331510000Q85,2019/03,合并,季报,all,510000,Q85
20190331510000R85,2019/03,合并,季报,all,510000,R85
20200331510000K70,2020/03,合并,季报,all,510000,K70
20190331500000D44,2019/03,合并,季报,all,500000,D44
20200630130000C14,2020/06,合并,半年报,all,130000,C14
20200331440000M74,2020/03,合并,季报,all,440000,M74
20190930130000C26,2019/09,合并,季报,all,130000,C26
20200930650000J67,2020/09,合并,季报,all,650000,J67
20200331410000B06,2020/03,合并,季报,all,410000,B06
20191231230000C26,2019/12,合并,年报,all,230000,C26
20190630110000C40,2019/06,合并,半年报,all,110000,C40
20200331350000C13,2020/03,合并,季报,all,350000,C13
20200630420000J68,2020/06,合并,半年报,all,420000,J68
20190930620000C41,2019/09,合并,季报,all,620000,C41
20200930110000L72,2020/09,合并,季报,all,110000,L72
20200930610000C23,2020/09,合并,季报,all,610000,C23
20191231310000B06,2019/12,合并,年报,all,310000,B06
20190930110000R87,2019/09,合并,季报,all,110000,R87
20190630340000C29,2019/06,合并,半年报,all,340000,C29
20200331320000C37,2020/03,合并,季报,all,320000,C37
20200630150000B06,2020/06,合并,半年报,all,150000,B06
20200331500000D46,2020/03,合并,季报,all,500000,D46
20200331370000C34,2020/03,合并,季报,all,370000,C34
20200930130000G55,2020/09,合并,季报,all,130000,G55
20190331310000C24,2019/03,合并,季报,all,310000,C24
20200331320000D46,2020/03,合并,季报,all,320000,D46
20200930230000C38,2020/09,合并,季报,all,230000,C38
20200930310000C18,2020/09,合并,季报,all,310000,C18
20190930620000C30,2019/09,合并,季报,all,620000,C30
20191231990100C39,2019/12,合并,年报,all,990100,C39
20190331210000F52,2019/03,合并,季报,all,210000,F52
20200331310000C26,2020/03,合并,季报,all,310000,C26
20190331320000D44,2019/03,合并,季报,all,320000,D44
20200630130000I65,2020/06,合并,半年报,all,130000,I65
20191231350000C33,2019/12,合并,年报,all,350000,C33
20190331220000C32,2019/03,合并,季报,all,220000,C32
20191231500000J66,2019/12,合并,年报,all,500000,J66
20200630310000C28,2020/06,合并,半年报,all,310000,C28
20190930640000C22,2019/09,合并,季报,all,640000,C22
20200930500000B09,2020/09,合并,季报,all,500000,B09
20191231320000C17,2019/12,合并,年报,all,320000,C17
20191231120000D46,2019/12,合并,年报,all,120000,D46
20190930440000M73,2019/09,合并,季报,all,440000,M73
20190930140000C39,2019/09,合并,季报,all,140000,C39
20190930310000E50,2019/09,合并,季报,all,310000,E50
20190630420000F51,2019/06,合并,半年报,all,420000,F51
20200930440000R86,2020/09,合并,季报,all,440000,R86
20200930220000D44,2020/09,合并,季报,all,220000,D44
20200930520000C15,2020/09,合并,季报,all,520000,C15
20200630210000C14,2020/06,合并,半年报,all,210000,C14
20200331110000N77,2020/03,合并,季报,all,110000,N77
20190630410000C311,2019/06,合并,半年报,all,410000,C31
20190630410000C31,2019/06,合并,半年报,all,410000,C31
20190630310000G60,2019/06,合并,半年报,all,310000,G60
20200930310000F52,2020/09,合并,季报,all,310000,F52
20200930410000A03,2020/09,合并,季报,all,410000,A03
20190930320000C30,2019/09,合并,季报,all,320000,C30
20200630370000K70,2020/06,合并,半年报,all,370000,K70
20190331430000J69,2019/03,合并,季报,all,430000,J69
20191231110000C26,2019/12,合并,年报,all,110000,C26
20190331330000C38,2019/03,合并,季报,all,330000,C38
20190630510000E47,2019/06,合并,半年报,all,510000,E47
20200630450000N77,2020/06,合并,半年报,all,450000,N77
20200630350000C26,2020/06,合并,半年报,all,350000,C26
20190930350000C14,2019/09,合并,季报,all,350000,C14
20200331110000O80,2020/03,合并,季报,all,110000,O80
20190630430000J67,2019/06,合并,半年报,all,430000,J67
20200930210000G55,2020/09,合并,季报,all,210000,G55
20200930460000G56,2020/09,合并,季报,all,460000,G56
20190630460000I64,2019/06,合并,半年报,all,460000,I64
20190630510000C36,2019/06,合并,半年报,all,510000,C36
20200630370000A01,2020/06,合并,半年报,all,370000,A01
20190930370000C33,2019/09,合并,季报,all,370000,C33
20191231140000C25,2019/12,合并,年报,all,140000,C25
20190331510000C38,2019/03,合并,季报,all,510000,C38
20200331650000C13,2020/03,合并,季报,all,650000,C13
20190630350000G55,2019/06,合并,半年报,all,350000,G55
20190331120000I64,2019/03,合并,季报,all,120000,I64
20200331110000B06,2020/03,合并,季报,all,110000,B06
20200630210000I65,2020/06,合并,半年报,all,210000,I65
20200630360000C37,2020/06,合并,半年报,all,360000,C37
20191231150000C13,2019/12,合并,年报,all,150000,C13
20200630330000D45,2020/06,合并,半年报,all,330000,D45
20200630430000C14,2020/06,合并,半年报,all,430000,C14
20200930620000B09,2020/09,合并,季报,all,620000,B09
20190930410000K70,2019/09,合并,季报,all,410000,K70
20190930230000A01,2019/09,合并,季报,all,230000,A01
20200630440000C30,2020/06,合并,半年报,all,440000,C30
20190630370000A03,2019/06,合并,半年报,all,370000,A03
20191231440000F52,2019/12,合并,年报,all,440000,F52
20191231230000F51,2019/12,合并,年报,all,230000,F51
20200331450000C35,2020/03,合并,季报,all,450000,C35
20200331350000I64,2020/03,合并,季报,all,350000,I64
20190630140000D45,2019/06,合并,半年报,all,140000,D45
20200630220000C38,2020/06,合并,半年报,all,220000,C38
20191231330000C27,2019/12,合并,年报,all,330000,C27
20190331310000C22,2019/03,合并,季报,all,310000,C22
20200331370000C32,2020/03,合并,季报,all,370000,C32
20200930330000E48,2020/09,合并,季报,all,330000,E48
20200630110000C35,2020/06,合并,半年报,all,110000,C35
20200331460000G55,2020/03,合并,季报,all,460000,G55
20190331350000J66,2019/03,合并,季报,all,350000,J66
20191231310000R86,2019/12,合并,年报,all,310000,R86
20190331330000P83,2019/03,合并,季报,all,330000,P83
20190331330000Q83,2019/03,合并,季报,all,330000,Q83
20191231350000C35,2019/12,合并,年报,all,350000,C35
20191231520000C36,2019/12,合并,年报,all,520000,C36
20191231450000I64,2019/12,合并,年报,all,450000,I64
20190331370000C30,2019/03,合并,季报,all,370000,C30
20200630430000C29,2020/06,合并,半年报,all,430000,C29
20200331640000C18,2020/03,合并,季报,all,640000,C18
20200331530000F51,2020/03,合并,季报,all,530000,F51
20190331420000C13,2019/03,合并,季报,all,420000,C13
20200331310000C20,2020/03,合并,季报,all,310000,C20
20190930360000C38,2019/09,合并,季报,all,360000,C38
20190630350000C19,2019/06,合并,半年报,all,350000,C19
20200331340000C23,2020/03,合并,季报,all,340000,C23
20190930610000C27,2019/09,合并,季报,all,610000,C27
20190331220000D45,2019/03,合并,季报,all,220000,D45
20200630110000D44,2020/06,合并,半年报,all,110000,D44
20191231340000Q85,2019/12,合并,年报,all,340000,Q85
20191231340000R85,2019/12,合并,年报,all,340000,R85
20200930330000C39,2020/09,合并,季报,all,330000,C39
20190331340000C21,2019/03,合并,季报,all,340000,C21
20191231510000C27,2019/12,合并,年报,all,510000,C27
20190630540000B08,2019/06,合并,半年报,all,540000,B08
20200331320000C311,2020/03,合并,季报,all,320000,C31
20200331320000C31,2020/03,合并,季报,all,320000,C31
20190930150000C32,2019/09,合并,季报,all,150000,C32
20190331430000G54,2019/03,合并,季报,all,430000,G54
20200331350000C15,2020/03,合并,季报,all,350000,C15
20190331360000N77,2019/03,合并,季报,all,360000,N77
20190331210000C25,2019/03,合并,季报,all,210000,C25
20191231440000C23,2019/12,合并,年报,all,440000,C23
20200930610000C25,2020/09,合并,季报,all,610000,C25
20200630230000C38,2020/06,合并,半年报,all,230000,C38
20200331330000C40,2020/03,合并,季报,all,330000,C40
20200930320000E48,2020/09,合并,季报,all,320000,E48
20190630620000C30,2019/06,合并,半年报,all,620000,C30
20200331360000C32,2020/03,合并,季报,all,360000,C32
20200331340000I64,2020/03,合并,季报,all,340000,I64
20200630130000G55,2020/06,合并,半年报,all,130000,G55
20200331440000C35,2020/03,合并,季报,all,440000,C35
20191231350000A03,2019/12,合并,年报,all,350000,A03
20191231450000F52,2019/12,合并,年报,all,450000,F52
20190331370000B06,2019/03,合并,季报,all,370000,B06
20200331650000C18,2020/03,合并,季报,all,650000,C18
20200630320000N78,2020/06,合并,半年报,all,320000,N78
20200630620000C32,2020/06,合并,半年报,all,620000,C32
20191231230000J67,2019/12,合并,年报,all,230000,J67
20200930310000C28,2020/09,合并,季报,all,310000,C28
20200930110000C33,2020/09,合并,季报,all,110000,C33
20200930610000H62,2020/09,合并,季报,all,610000,H62
20190930120000F51,2019/09,合并,季报,all,120000,F51
20190331430000C13,2019/03,合并,季报,all,430000,C13
20190630640000C22,2019/06,合并,半年报,all,640000,C22
20191231430000C40,2019/12,合并,年报,all,430000,C40
20190331320000P83,2019/03,合并,季报,all,320000,P83
20190331320000Q83,2019/03,合并,季报,all,320000,Q83
20200930130000I65,2020/09,合并,季报,all,130000,I65
20190331530000I65,2019/03,合并,季报,all,530000,I65
20191231210000C311,2019/12,合并,年报,all,210000,C31
20191231210000C31,2019/12,合并,年报,all,210000,C31
20200331370000A04,2020/03,合并,季报,all,370000,A04
20190331530000C14,2019/03,合并,季报,all,530000,C14
20190331340000C17,2019/03,合并,季报,all,340000,C17
20200331310000R90,2020/03,合并,季报,all,310000,R90
20200331310000S90,2020/03,合并,季报,all,310000,S90
20200630650000J67,2020/06,合并,半年报,all,650000,J67
20190331310000I65,2019/03,合并,季报,all,310000,I65
20191231430000C311,2019/12,合并,年报,all,430000,C31
20191231430000C31,2019/12,合并,年报,all,430000,C31
20190331410000C34,2019/03,合并,季报,all,410000,C34
20191231330000G60,2019/12,合并,年报,all,330000,G60
20190630440000E48,2019/06,合并,半年报,all,440000,E48
20190331330000C33,2019/03,合并,季报,all,330000,C33
20191231310000C36,2019/12,合并,年报,all,310000,C36
20190331540000C30,2019/03,合并,季报,all,540000,C30
20200630110000Q85,2020/06,合并,半年报,all,110000,Q85
20200630110000R85,2020/06,合并,半年报,all,110000,R85
20191231440000C15,2019/12,合并,年报,all,440000,C15
20190331210000C13,2019/03,合并,季报,all,210000,C13
20190630650000I65,2019/06,合并,半年报,all,650000,I65
20200331310000J67,2020/03,合并,季报,all,310000,J67
20200331410000C36,2020/03,合并,季报,all,410000,C36
20191231650000C38,2019/12,合并,年报,all,650000,C38
20190331500000M74,2019/03,合并,季报,all,500000,M74
20191231350000L72,2019/12,合并,年报,all,350000,L72
20200331340000C15,2020/03,合并,季报,all,340000,C15
20200630310000J69,2020/06,合并,半年报,all,310000,J69
20200630110000L72,2020/06,合并,半年报,all,110000,L72
20200630610000C23,2020/06,合并,半年报,all,610000,C23
20190331350000C21,2019/03,合并,季报,all,350000,C21
20190331450000K70,2019/03,合并,季报,all,450000,K70
20191231370000C24,2019/12,合并,年报,all,370000,C24
20200930420000J68,2020/09,合并,季报,all,420000,J68
20190930140000C32,2019/09,合并,季报,all,140000,C32
20190630110000R87,2019/06,合并,半年报,all,110000,R87
20200331330000C311,2020/03,合并,季报,all,330000,C31
20200331330000C31,2020/03,合并,季报,all,330000,C31
20200930310000I64,2020/09,合并,季报,all,310000,I64
20191231440000C28,2019/12,合并,年报,all,440000,C28
20190630310000G56,2019/06,合并,半年报,all,310000,G56
20200630320000C34,2020/06,合并,半年报,all,320000,C34
20200331650000G54,2020/03,合并,季报,all,650000,G54
20190331130000C15,2019/03,合并,季报,all,130000,C15
20200630500000D45,2020/06,合并,半年报,all,500000,D45
20190930370000M74,2019/09,合并,季报,all,370000,M74
20190930500000N77,2019/09,合并,季报,all,500000,N77
20190331410000B09,2019/03,合并,季报,all,410000,B09
20190331310000G58,2019/03,合并,季报,all,310000,G58
20190630430000F51,2019/06,合并,半年报,all,430000,F51
20190331140000C311,2019/03,合并,季报,all,140000,C31
20190331140000C31,2019/03,合并,季报,all,140000,C31
20200930330000C32,2020/09,合并,季报,all,330000,C32
20200930430000I63,2020/09,合并,季报,all,430000,I63
20190331620000Q85,2019/03,合并,季报,all,620000,Q85
20190331620000R85,2019/03,合并,季报,all,620000,R85
20190930440000D45,2019/09,合并,季报,all,440000,D45
20190930340000C14,2019/09,合并,季报,all,340000,C14
20190630500000E47,2019/06,合并,半年报,all,500000,E47
20190630370000D44,2019/06,合并,半年报,all,370000,D44
20200630310000G54,2020/06,合并,半年报,all,310000,G54
20191231370000C19,2019/12,合并,年报,all,370000,C19
20190930370000P83,2019/09,合并,季报,all,370000,P83
20190930370000Q83,2019/09,合并,季报,all,370000,Q83
20190630320000C36,2019/06,合并,半年报,all,320000,C36
20190930310000J66,2019/09,合并,季报,all,310000,J66
20190930410000C37,2019/09,合并,季报,all,410000,C37
20190930330000C30,2019/09,合并,季报,all,330000,C30
20200331340000C28,2020/03,合并,季报,all,340000,C28
20200630130000C19,2020/06,合并,半年报,all,130000,C19
20190331120000C23,2019/03,合并,季报,all,120000,C23
20190331320000C38,2019/03,合并,季报,all,320000,C38
20190630220000C40,2019/06,合并,半年报,all,220000,C40
20200630510000M73,2020/06,合并,半年报,all,510000,M73
20200331110000C41,2020/03,合并,季报,all,110000,C41
20200930520000C23,2020/09,合并,季报,all,520000,C23
20200930350000F51,2020/09,合并,季报,all,350000,F51
20190630330000R86,2019/06,合并,半年报,all,330000,R86
20190930510000C30,2019/09,合并,季报,all,510000,C30
20200331110000C30,2020/03,合并,季报,all,110000,C30
20200630210000G53,2020/06,合并,半年报,all,210000,G53
20190331120000F52,2019/03,合并,季报,all,120000,F52
20190331320000E49,2019/03,合并,季报,all,320000,E49
20200630430000C22,2020/06,合并,半年报,all,430000,C22
20190331500000C38,2019/03,合并,季报,all,500000,C38
20190930330000C41,2019/09,合并,季报,all,330000,C41
20190930310000C17,2019/09,合并,季报,all,310000,C17
20190630370000C35,2019/06,合并,半年报,all,370000,C35
20190930230000C37,2019/09,合并,季报,all,230000,C37
20190930440000C34,2019/09,合并,季报,all,440000,C34
20200930370000B07,2020/09,合并,季报,all,370000,B07
20200930630000B09,2020/09,合并,季报,all,630000,B09
20190630210000F51,2019/06,合并,半年报,all,210000,F51
20190331610000I63,2019/03,合并,季报,all,610000,I63
20200331620000A01,2020/03,合并,季报,all,620000,A01
20200930360000C311,2020/09,合并,季报,all,360000,C31
20200930360000C31,2020/09,合并,季报,all,360000,C31
20200930510000C32,2020/09,合并,季报,all,510000,C32
20200930340000J67,2020/09,合并,季报,all,340000,J67
20200930230000C35,2020/09,合并,季报,all,230000,C35
20200630370000C37,2020/06,合并,半年报,all,370000,C37
20190630440000A04,2019/06,合并,半年报,all,440000,A04
20191231610000C30,2019/12,合并,年报,all,610000,C30
20190630340000G55,2019/06,合并,半年报,all,340000,G55
20191231110000H61,2019/12,合并,年报,all,110000,H61
20200630420000C14,2020/06,合并,半年报,all,420000,C14
20200630320000D45,2020/06,合并,半年报,all,320000,D45
20190630310000C27,2019/06,合并,半年报,all,310000,C27
20191231440000G59,2019/12,合并,年报,all,440000,G59
20200930310000C15,2020/09,合并,季报,all,310000,C15
20200930110000D44,2020/09,合并,季报,all,110000,D44
20190930120000C26,2019/09,合并,季报,all,120000,C26
20200630120000C14,2020/06,合并,半年报,all,120000,C14
20191231440000C13,2019/12,合并,年报,all,440000,C13
20190630610000C27,2019/06,合并,半年报,all,610000,C27
20191231310000C30,2019/12,合并,年报,all,310000,C30
20190331410000C32,2019/03,合并,季报,all,410000,C32
20191231540000I65,2019/12,合并,年报,all,540000,I65
20191231320000E50,2019/12,合并,年报,all,320000,E50
20200331430000J66,2020/03,合并,季报,all,430000,J66
20190331350000C27,2019/03,合并,季报,all,350000,C27
20200331230000C41,2020/03,合并,季报,all,230000,C41
20200331440000C42,2020/03,合并,季报,all,440000,C42
20191231220000C26,2019/12,合并,年报,all,220000,C26
20200630510000E48,2020/06,合并,半年报,all,510000,E48
20190331420000F52,2019/03,合并,季报,all,420000,F52
20190331620000C38,2019/03,合并,季报,all,620000,C38
20191231450000G54,2019/12,合并,年报,all,450000,G54
20200331440000C33,2020/03,合并,季报,all,440000,C33
20200331340000H62,2020/03,合并,季报,all,340000,H62
20200331320000R87,2020/03,合并,季报,all,320000,R87
20190930610000J66,2019/09,合并,季报,all,610000,J66
20190930110000C37,2019/09,合并,季报,all,110000,C37
20200331510000C37,2020/03,合并,季报,all,510000,C37
20190331350000G56,2019/03,合并,季报,all,350000,G56
20200630640000C26,2020/06,合并,半年报,all,640000,C26
20200331330000D46,2020/03,合并,季报,all,330000,D46
20200331430000C17,2020/03,合并,季报,all,430000,C17
20190331440000C311,2019/03,合并,季报,all,440000,C31
20190331440000C31,2019/03,合并,季报,all,440000,C31
20191231510000J66,2019/12,合并,年报,all,510000,J66
20190331110000B09,2019/03,合并,季报,all,110000,B09
20191231540000C14,2019/12,合并,年报,all,540000,C14
20191231330000C17,2019/12,合并,年报,all,330000,C17
20190331430000C15,2019/03,合并,季报,all,430000,C15
20191231340000C33,2019/12,合并,年报,all,340000,C33
20190331510000C35,2019/03,合并,季报,all,510000,C35
20190630110000B07,2019/06,合并,半年报,all,110000,B07
20190331360000C36,2019/03,合并,季报,all,360000,C36
20190331210000I64,2019/03,合并,季报,all,210000,I64
20191231530000C30,2019/12,合并,年报,all,530000,C30
20200331350000G54,2020/03,合并,季报,all,350000,G54
20200930110000C35,2020/09,合并,季报,all,110000,C35
20200331630000C311,2020/03,合并,季报,all,630000,C31
20200331630000C31,2020/03,合并,季报,all,630000,C31
20200930370000A01,2020/09,合并,季报,all,370000,A01
20190930410000C40,2019/09,合并,季报,all,410000,C40
20200630610000J69,2020/06,合并,半年报,all,610000,J69
20200630110000C38,2020/06,合并,半年报,all,110000,C38
20191231350000C38,2019/12,合并,年报,all,350000,C38
20200331140000D44,2020/03,合并,季报,all,140000,D44
20190930510000C36,2019/09,合并,季报,all,510000,C36
20190930360000C35,2019/09,合并,季报,all,360000,C35
20190630520000J66,2019/06,合并,半年报,all,520000,J66
20190630350000I65,2019/06,合并,半年报,all,350000,I65
20200630210000G55,2020/06,合并,半年报,all,210000,G55
20200630460000G56,2020/06,合并,半年报,all,460000,G56
20191231640000D44,2019/12,合并,年报,all,640000,D44
20191231140000C15,2019/12,合并,年报,all,140000,C15
20190331510000B08,2019/03,合并,季报,all,510000,B08
20200331450000C38,2020/03,合并,季报,all,450000,C38
20200630620000B09,2020/06,合并,半年报,all,620000,B09
20190630230000A01,2019/06,合并,半年报,all,230000,A01
20200630220000C35,2020/06,合并,半年报,all,220000,C35
20191231130000C311,2019/12,合并,年报,all,130000,C31
20191231130000C31,2019/12,合并,年报,all,130000,C31
20190630460000G54,2019/06,合并,半年报,all,460000,G54
20200930360000C37,2020/09,合并,季报,all,360000,C37
20190930350000G55,2019/09,合并,季报,all,350000,G55
20190930450000A04,2019/09,合并,季报,all,450000,A04
20190930520000G56,2019/09,合并,季报,all,520000,G56
20200331610000R90,2020/03,合并,季报,all,610000,R90
20200331610000S90,2020/03,合并,季报,all,610000,S90
20200930330000D45,2020/09,合并,季报,all,330000,D45
20200930430000C14,2020/09,合并,季报,all,430000,C14
20190630540000M74,2019/06,合并,半年报,all,540000,M74
20200930430000I65,2020/09,合并,季报,all,430000,I65
20190930520000C27,2019/09,合并,季报,all,520000,C27
20190930350000C24,2019/09,合并,季报,all,350000,C24
20200930360000D46,2020/09,合并,季报,all,360000,D46
20190630210000C26,2019/06,合并,半年报,all,210000,C26
20191231130000C40,2019/12,合并,年报,all,130000,C40
20200331120000C27,2020/03,合并,季报,all,120000,C27
20190630440000M73,2019/06,合并,半年报,all,440000,M73
20190630140000C39,2019/06,合并,半年报,all,140000,C39
20190630340000C22,2019/06,合并,半年报,all,340000,C22
20200930440000C41,2020/09,合并,季报,all,440000,C41
